From	Entry	Transmembrane	Transit peptide
Q86VD7	Q86VD7	TRANSMEM 33..53; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 89..109; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 135..155; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 186..206; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 230..250; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 293..313; /note="Helical; Name=6"; /evidence="ECO:0000255"	
Q06163	Q06163		
Q557E7	Q557E7		
Q9QZQ8	Q9QZQ8		
O15294	O15294		
O42911	O42911		
G5ECC7	G5ECC7		
P46995	P46995		
P16862	P16862		
Q96HJ9	Q96HJ9		
Q5VWP2	Q5VWP2		
Q8GUL2	Q8GUL2		
P24278	P24278		
P32314	P32314		
P36214	P36214		TRANSIT 1..47; /note="Chloroplast"; /evidence="ECO:0000255"
Q95TS5	Q95TS5		
Q12149	Q12149		
Q9P013	Q9P013		
Q5GH66	Q5GH66	TRANSMEM 37..57; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 114..134; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 140..160; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 206..226; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 239..259; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 266..286; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 294..314; /note="Helical"; /evidence="ECO:0000255"	
O23342	O23342	TRANSMEM 140..160; /note="Helical"; /evidence="ECO:0000255"	TRANSIT 1..38; /note="Chloroplast"; /evidence="ECO:0000255"
Q9HGN8	Q9HGN8		
Q36580	Q36580		
P53734	P53734		
Q21227	Q21227		
P39956	P39956		
Q9NYH9	Q9NYH9		
Q969V5	Q969V5	TRANSMEM 9..29; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 239..259; /note="Helical"; /evidence="ECO:0000255"	
Q07551	Q07551		
F4KDN0	F4KDN0		
P34343	P34343		
A0A2K8FQU5	A0A2K8FQU5		
Q9BXW9	Q9BXW9		
P53317	P53317		
Q3E6R5	Q3E6R5	TRANSMEM 13..30; /note="Helical"; /evidence="ECO:0000255"	
Q8C784	Q8C784	TRANSMEM 7..29; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 68..88; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 101..121; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 139..159; /note="Helical"; /evidence="ECO:0000255"	
O22267	O22267	TRANSMEM 13..33; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 346..366; /note="Helical"; /evidence="ECO:0000255"	
O00180	O00180	TRANSMEM 21..41; /note="Helical"; /evidence="ECO:0000269|PubMed:22282804"; TRANSMEM 133..156; /note="Helical"; /evidence="ECO:0000269|PubMed:22282804"; TRANSMEM 182..202; /note="Helical"; /evidence="ECO:0000269|PubMed:22282804"; TRANSMEM 244..267; /note="Helical"; /evidence="ECO:0000269|PubMed:22282804"	
O94535	O94535		
Q6ZNA4	Q6ZNA4		
Q9H0F6	Q9H0F6		
Q9LK34	Q9LK34		TRANSIT 1..47; /note="Chloroplast"; /evidence="ECO:0000255"
Q641G7	Q641G7		
P46720	P46720	TRANSMEM 21..40; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 60..80; /note="Helical; Name=2"; /evidence="ECO:0000255"; TRANSMEM 87..111; /note="Helical; Name=3"; /evidence="ECO:0000255"; TRANSMEM 156..184; /note="Helical; Name=4"; /evidence="ECO:0000255"; TRANSMEM 204..224; /note="Helical; Name=5"; /evidence="ECO:0000255"; TRANSMEM 243..267; /note="Helical; Name=6"; /evidence="ECO:0000255"; TRANSMEM 312..333; /note="Helical; Name=7"; /evidence="ECO:0000255"; TRANSMEM 354..377; /note="Helical; Name=8"; /evidence="ECO:0000255"; TRANSMEM 382..405; /note="Helical; Name=9"; /evidence="ECO:0000255"; TRANSMEM 514..536; /note="Helical; Name=10"; /evidence="ECO:0000255"; TRANSMEM 546..571; /note="Helical; Name=11"; /evidence="ECO:0000255"; TRANSMEM 606..623; /note="Helical; Name=12"; /evidence="ECO:0000255"	
Q9U9I5	Q9U9I5		
Q9VBX1	Q9VBX1		
Q1XDT5	Q1XDT5		
P49406	P49406		TRANSIT 1..?; /note="Mitochondrion"; /evidence="ECO:0000255"
P38205	P38205		
Q05048	Q05048		
Q3E823	Q3E823		
Q9M9X4	Q9M9X4		
Q9P7J0	Q9P7J0		
P47116	P47116		
Q9USL4	Q9USL4		
P0C2X8	P0C2X8		
O78420	O78420		
P56382	P56382		
Q9ZQI7	Q9ZQI7		TRANSIT 1..43; /note="Chloroplast"; /evidence="ECO:0000255"
Q9GZR1	Q9GZR1		
Q01992	Q01992		TRANSIT 1..33; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:1322290"
Q96VG0	Q96VG0		
Q9LKW9	Q9LKW9	TRANSMEM 29..49; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 59..79; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 100..120; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 128..148; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 160..180; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 192..212; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 228..250; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 254..273; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 279..299; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 314..334; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 353..373; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 388..408; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 421..441; /note="Helical"; /evidence="ECO:0000255"	
O13881	O13881		
Q9FNC9	Q9FNC9	TRANSMEM 52..69; /note="Helical"; /evidence="ECO:0000255"	
Q5F1R6	Q5F1R6		
Q9FYB5	Q9FYB5		TRANSIT 1..36; /note="Chloroplast"; /evidence="ECO:0000269|PubMed:11516154"
P24846	P24846		TRANSIT 1..62; /note="Chloroplast"; /evidence="ECO:0000269|PubMed:2211639"
P07247	P07247		
O94278	O94278		
D0EL35	D0EL35		
P53193	P53193		TRANSIT 1..10; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:11171977"
Q05568	Q05568	TRANSMEM 25..54; /note="Helical; Name=TM1"; /evidence="ECO:0000250|UniProtKB:G2Q0E2"; TRANSMEM 56..77; /note="Helical; Name=TM2"; /evidence="ECO:0000250|UniProtKB:G2Q0E2"; TRANSMEM 106..138; /note="Helical; Name=TM3"; /evidence="ECO:0000250|UniProtKB:G2Q0E2"; TRANSMEM 146..166; /note="Helical; Name=TM4"; /evidence="ECO:0000250|UniProtKB:G2Q0E2"; TRANSMEM 203..222; /note="Helical; Name=TM5"; /evidence="ECO:0000250|UniProtKB:G2Q0E2"	
O88477	O88477		
P86924	P86924		TRANSIT 1..17; /note="Mitochondrion"; /evidence="ECO:0000269|PubMed:11134327"
Q9V466	Q9V466		
P87229	P87229		
Q8N3J2	Q8N3J2		
P14737	P14737		
Q8WYQ3	Q8WYQ3		TRANSIT 1..16; /note="Mitochondrion"; /evidence="ECO:0000255"
Q3TUL7	Q3TUL7	TRANSMEM 186..206; /note="Helical"; /evidence="ECO:0000255"; TRANSMEM 222..242; /note="Helical"; /evidence="ECO:0000255"	
O08773	O08773		
Q8HG02	Q8HG02	TRANSMEM 8..24; /note="Helical"; /evidence="ECO:0000255"	
Q6I9Y2	Q6I9Y2		
Q62187	Q62187		
Q9FGW9	Q9FGW9		
Q1K699	Q1K699		
Q9P7M1	Q9P7M1		
Q9NZN9	Q9NZN9		
Q66K74	Q66K74		
Q15126	Q15126		
Q9UTE1	Q9UTE1		
Q08622	Q08622		TRANSIT 1..21; /note="Mitochondrion"; /evidence="ECO:0000255"
P53352	P53352		
Q12513	Q12513		
Q9SR77	Q9SR77		TRANSIT 1..70; /note="Chloroplast"; /evidence="ECO:0000255"
O00291	O00291		
Q9LTK0	Q9LTK0		
O55035	O55035		
Q68CP9	Q68CP9		
Q86V97	Q86V97		
Q8L7C9	Q8L7C9		
Q9LZA5	Q9LZA5		TRANSIT 1..26; /note="Mitochondrion"; /evidence="ECO:0000255"
Q501F9	Q501F9		
P22812	P22812		
P36094	P36094		
Q9W252	Q9W252		
A2XFC1	A2XFC1		
A0A087X1C5	A0A087X1C5	TRANSMEM 3..23; /note="Helical; Name=1"; /evidence="ECO:0000255"; TRANSMEM 302..322; /note="Helical; Name=2"; /evidence="ECO:0000255"	
